buoy,date,speed,direction,code
Sinan,2016-01-13 03,6.6,331,NNW
Sinan,2016-01-13 04,7.1,342,NNW
Sinan,2016-01-13 05,6.1,293,WNW
Sinan,2016-01-13 06,5.7,330,NNW
Sinan,2016-01-13 07,8,282,WNW
Sinan,2016-01-13 08,3.3,357,N
Sinan,2016-01-13 09,4.9,344,NNW
Sinan,2016-01-13 10,5.3,281,W
Sinan,2016-01-13 11,4.5,291,WNW
Sinan,2016-01-13 12,6.9,230,SW
Sinan,2016-01-13 13,6.5,335,NNW
Sinan,2016-01-13 14,5.4,329,NNW
Sinan,2016-01-13 15,5.6,334,NNW
Sinan,2016-01-13 16,8.2,311,NW
Sinan,2016-01-13 17,7.8,329,NNW
Sinan,2016-01-13 18,6.1,303,WNW
Sinan,2016-01-13 19,4.7,276,W
Sinan,2016-01-13 20,6.2,345,NNW
Sinan,2016-01-13 21,6,341,NNW
Sinan,2016-01-13 22,7.4,327,NNW
Sinan,2016-01-13 23,6.6,318,NW
Sinan,2016-01-14 00,3.9,291,WNW
Sinan,2016-01-14 01,7.2,312,NW
Sinan,2016-01-14 02,6.8,313,NW
Sinan,2016-01-14 03,7.3,330,NNW
Sinan,2016-01-14 04,6.3,334,NNW
Sinan,2016-01-14 05,6.3,325,NW
Sinan,2016-01-14 06,3.7,325,NW
Sinan,2016-01-14 07,7.2,344,NNW
Sinan,2016-01-14 08,6.7,324,NW
Sinan,2016-01-14 09,5,297,WNW
Sinan,2016-01-14 10,5.4,268,W
Sinan,2016-01-14 11,4.6,18,NNE
Sinan,2016-01-14 12,7.1,300,WNW
Sinan,2016-01-14 13,7.3,325,NW
Sinan,2016-01-14 14,6.1,324,NW
Sinan,2016-01-14 15,3.7,296,WNW
Sinan,2016-01-14 16,5.2,326,NW
Sinan,2016-01-14 17,5.1,307,NW
Sinan,2016-01-14 18,3.6,218,SW
Sinan,2016-01-14 19,3,357,N
Sinan,2016-01-14 20,1.8,267,W
Sinan,2016-01-14 21,1,330,NNW
Sinan,2016-01-14 22,1.6,145,SE
Sinan,2016-01-14 23,2.2,155,SSE
Sinan,2016-01-15 00,4.4,136,SE
Sinan,2016-01-15 01,4,134,SE
Sinan,2016-01-15 02,4.9,134,SE
Sinan,2016-01-15 03,4.2,131,SE
Sinan,2016-01-15 04,3.4,177,S
Sinan,2016-01-15 05,0.8,203,SSW
Sinan,2016-01-15 06,2.6,158,SSE
Sinan,2016-01-15 07,2.2,290,WNW
Sinan,2016-01-15 08,2,148,SSE
Sinan,2016-01-15 09,2.1,186,S
Sinan,2016-01-15 10,3.3,123,ESE
Sinan,2016-01-15 11,1.4,174,S
Sinan,2016-01-15 12,0.9,359,N
Sinan,2016-01-15 13,1.1,87,E
Sinan,2016-01-15 14,0.6,89,E
Sinan,2016-01-15 16,0.5,81,E
Sinan,2016-01-15 17,1.4,271,W
Sinan,2016-01-15 18,3.2,333,NNW
Sinan,2016-01-15 19,1,4,N
Sinan,2016-01-15 20,1.4,34,NE
Sinan,2016-01-15 21,1.4,108,ESE
Sinan,2016-01-15 22,2,86,E
Sinan,2016-01-15 23,1.6,140,SE
Sinan,2016-01-16 00,2.2,90,E
Sinan,2016-01-16 01,1.8,66,ENE
Sinan,2016-01-16 02,2.5,92,E
Sinan,2016-01-16 03,2.2,88,E
Sinan,2016-01-16 04,1.2,116,ESE
Sinan,2016-01-16 05,2.3,91,E
Sinan,2016-01-16 06,0.5,347,NNW
Sinan,2016-01-16 07,2.9,144,SE
Sinan,2016-01-16 08,1.4,80,E
Sinan,2016-01-16 09,2.4,125,SE
Sinan,2016-01-16 10,1.4,38,NE
Sinan,2016-01-16 11,1.6,72,ENE
Sinan,2016-01-16 12,1.6,62,ENE
Sinan,2016-01-16 13,0.7,5,N
Sinan,2016-01-16 14,0.4,19,NNE
Sinan,2016-01-16 15,2.1,41,NE
Sinan,2016-01-16 16,2.3,55,NE
Sinan,2016-01-16 17,3.3,29,NNE
Sinan,2016-01-16 18,2.1,78,ENE
Sinan,2016-01-16 19,3,10,N
Sinan,2016-01-16 20,4.3,37,NE
Sinan,2016-01-16 21,3,61,ENE
Sinan,2016-01-16 22,3.4,40,NE
Sinan,2016-01-16 23,2.4,30,NNE
Sinan,2016-01-17 00,3.9,100,E
Sinan,2016-01-17 01,3.1,71,ENE
Sinan,2016-01-17 02,2,356,N
Sinan,2016-01-17 03,1.6,42,NE
Sinan,2016-01-17 04,2,102,ESE
Sinan,2016-01-17 05,4.4,108,ESE
Sinan,2016-01-17 06,5.9,32,NNE
Sinan,2016-01-17 07,3.1,49,NE
Sinan,2016-01-17 08,4.9,83,E
Sinan,2016-01-17 09,4.8,49,NE
Sinan,2016-01-17 10,2.7,35,NE
Sinan,2016-01-17 11,4.2,34,NE
Sinan,2016-01-17 12,4.1,27,NNE
Sinan,2016-01-17 13,4.4,66,ENE
Sinan,2016-01-17 14,1.8,205,SSW
Sinan,2016-01-17 15,1.7,49,NE
Sinan,2016-01-17 16,2.3,275,W
Sinan,2016-01-17 17,4.1,358,N
Sinan,2016-01-17 18,3.6,335,NNW
Sinan,2016-01-17 19,6.4,323,NW
Sinan,2016-01-17 20,7,31,NNE
Sinan,2016-01-17 21,7.5,45,NE
Sinan,2016-01-17 22,5.9,56,NE
Sinan,2016-01-17 23,4.8,49,NE
Sinan,2016-01-18 00,2.8,41,NE
Sinan,2016-01-18 01,2.8,293,WNW
Sinan,2016-01-18 02,2.6,5,N
Sinan,2016-01-18 03,7.8,331,NNW
Sinan,2016-01-18 04,8.5,321,NW
Sinan,2016-01-18 05,9.1,352,N
Sinan,2016-01-18 06,11.8,349,N
Sinan,2016-01-18 07,6.9,275,W
Sinan,2016-01-18 08,9.8,343,NNW
Sinan,2016-01-18 09,9,336,NNW
Sinan,2016-01-18 10,9.9,272,W
Sinan,2016-01-18 11,9.8,349,N
Sinan,2016-01-18 12,10.8,5,N
Sinan,2016-01-18 13,11.2,314,NW
Sinan,2016-01-18 14,8.1,342,NNW
Sinan,2016-01-18 15,12.3,357,N
Sinan,2016-01-18 16,9.3,342,NNW
Sinan,2016-01-18 17,9.2,314,NW
Sinan,2016-01-18 18,8.3,308,NW
Sinan,2016-01-18 19,10.6,350,N
Sinan,2016-01-18 20,9.5,354,N
Sinan,2016-01-18 21,10.7,285,WNW
Sinan,2016-01-18 22,11.3,245,WSW
Sinan,2016-01-18 23,9.3,308,NW
Sinan,2016-01-19 00,13.4,144,SE
Sinan,2016-01-19 01,10.6,333,NNW
Sinan,2016-01-19 02,10.8,352,N
Sinan,2016-01-19 03,10.9,1,N
Sinan,2016-01-19 04,5.2,305,NW
Sinan,2016-01-19 05,12.7,340,NNW
Sinan,2016-01-19 06,10.7,359,N
Sinan,2016-01-19 07,11.9,350,N
Sinan,2016-01-19 08,9.2,307,NW
Sinan,2016-01-19 09,9,307,NW
Sinan,2016-01-19 10,11.2,340,NNW
Sinan,2016-01-19 11,10.3,2,N
Sinan,2016-01-19 12,9.6,337,NNW
Sinan,2016-01-19 13,5.8,333,NNW
Sinan,2016-01-19 14,9.5,344,NNW
Sinan,2016-01-19 15,7.2,342,NNW
Sinan,2016-01-19 16,6.2,314,NW
Sinan,2016-01-19 17,10.4,326,NW
Sinan,2016-01-19 18,11.3,321,NW
Sinan,2016-01-19 19,11.9,340,NNW
Sinan,2016-01-19 20,12.4,356,N
Sinan,2016-01-19 21,12.4,351,N
Sinan,2016-01-19 22,10.4,258,WSW
Sinan,2016-01-19 23,8.4,336,NNW
Sinan,2016-01-20 00,11.7,353,N
Sinan,2016-01-20 01,11,25,NNE
Sinan,2016-01-20 02,10.7,12,NNE
Sinan,2016-01-20 03,8,350,N
Sinan,2016-01-20 04,11.5,227,SW
Sinan,2016-01-20 05,10.1,15,NNE
Sinan,2016-01-20 06,10.2,26,NNE
Sinan,2016-01-20 07,8.4,353,N
Sinan,2016-01-20 08,8.6,22,NNE
Sinan,2016-01-20 09,7.1,35,NE
Sinan,2016-01-20 10,3.8,325,NW
Sinan,2016-01-20 11,4.7,61,ENE
Sinan,2016-01-20 12,4.6,55,NE
Sinan,2016-01-20 13,4.4,14,NNE
Sinan,2016-01-20 14,4.2,351,N
Sinan,2016-01-20 15,5.5,33,NNE
Sinan,2016-01-20 16,4.3,39,NE
Sinan,2016-01-20 17,5.6,40,NE
Sinan,2016-01-20 18,5.9,12,NNE
Sinan,2016-01-20 19,5.2,49,NE
Sinan,2016-01-20 20,5.2,48,NE
Sinan,2016-01-20 21,4.3,37,NE
Sinan,2016-01-20 22,2.5,37,NE
Sinan,2016-01-20 23,4.1,38,NE
Sinan,2016-01-21 00,3.6,58,ENE
Sinan,2016-01-21 01,5.2,45,NE
Sinan,2016-01-21 02,3.3,43,NE
Sinan,2016-01-21 03,6.1,51,NE
Sinan,2016-01-21 04,3.6,21,NNE
Sinan,2016-01-21 05,2.7,40,NE
Sinan,2016-01-21 06,5.1,62,ENE
Sinan,2016-01-21 07,4.2,44,NE
Sinan,2016-01-21 08,1.6,250,WSW
Sinan,2016-01-21 09,5.5,39,NE
Sinan,2016-01-21 10,5.6,14,NNE
Sinan,2016-01-21 11,5.3,293,WNW
Sinan,2016-01-21 12,4,260,W
Sinan,2016-01-21 13,5.9,48,NE
Sinan,2016-01-21 14,7.9,44,NE
Sinan,2016-01-21 15,6.1,44,NE
Sinan,2016-01-21 16,6.6,35,NE
Sinan,2016-01-21 17,5,348,NNW
Sinan,2016-01-21 18,6.3,4,N
Sinan,2016-01-21 19,3.6,300,WNW
Sinan,2016-01-21 20,4,43,NE
Sinan,2016-01-21 21,8.2,19,NNE
Sinan,2016-01-21 22,8.6,15,NNE
Sinan,2016-01-21 23,9.7,15,NNE
Sinan,2016-01-22 00,9.4,32,NNE
Sinan,2016-01-22 01,10,34,NE
Sinan,2016-01-22 02,7.4,64,ENE
Sinan,2016-01-22 03,7.4,59,ENE
Sinan,2016-01-22 04,7.2,41,NE
Sinan,2016-01-22 05,8,50,NE
Sinan,2016-01-22 06,6.8,55,NE
Sinan,2016-01-22 07,1.6,221,SW
Sinan,2016-01-22 08,9.3,60,ENE
Sinan,2016-01-22 09,2.7,92,E
