buoy,date,speed,direction,code
울산,2016-01-11 02,8.9,340,NNW
울산,2016-01-11 03,9.7,336,NNW
울산,2016-01-11 04,10.3,313,NW
울산,2016-01-11 05,8.6,341,NNW
울산,2016-01-11 06,8.4,327,NNW
울산,2016-01-11 07,7.1,342,NNW
울산,2016-01-11 08,6.1,356,N
울산,2016-01-11 09,5.5,353,N
울산,2016-01-11 10,4.7,308,NW
울산,2016-01-11 11,5.4,12,NNE
울산,2016-01-11 12,4.7,0,N
울산,2016-01-11 13,5.2,339,NNW
울산,2016-01-11 14,6,7,N
울산,2016-01-11 15,6,342,NNW
울산,2016-01-11 16,7.4,4,N
울산,2016-01-11 17,6.4,8,N
울산,2016-01-11 18,7.3,354,N
울산,2016-01-11 19,7.4,19,NNE
울산,2016-01-11 20,6.3,40,NE
울산,2016-01-11 21,6.2,25,NNE
울산,2016-01-11 22,6.4,339,NNW
울산,2016-01-11 23,5.2,6,N
울산,2016-01-12 00,6.4,14,NNE
울산,2016-01-12 01,7.4,352,N
울산,2016-01-12 02,9.1,352,N
울산,2016-01-12 03,8.8,355,N
울산,2016-01-12 04,7.8,6,N
울산,2016-01-12 05,7.7,33,NNE
울산,2016-01-12 06,7.7,2,N
울산,2016-01-12 07,6.7,12,NNE
울산,2016-01-12 08,6.2,10,N
울산,2016-01-12 09,6,21,NNE
울산,2016-01-12 10,5.2,18,NNE
울산,2016-01-12 11,5.4,3,N
울산,2016-01-12 12,3.4,40,NE
울산,2016-01-12 13,4.6,12,NNE
울산,2016-01-12 14,4.5,5,N
울산,2016-01-12 15,4.3,342,NNW
울산,2016-01-12 16,3.4,346,NNW
울산,2016-01-12 17,2,356,N
울산,2016-01-12 18,1.8,319,NW
울산,2016-01-12 19,3.5,339,NNW
울산,2016-01-12 20,4.2,335,NNW
울산,2016-01-12 21,6,333,NNW
울산,2016-01-12 22,4.9,352,N
울산,2016-01-12 23,4.4,328,NNW
울산,2016-01-13 00,5.4,316,NW
울산,2016-01-13 01,5.7,311,NW
울산,2016-01-13 02,5.1,322,NW
울산,2016-01-13 03,5.3,323,NW
울산,2016-01-13 04,7.3,302,WNW
울산,2016-01-13 05,7.8,282,WNW
울산,2016-01-13 06,9.5,298,WNW
울산,2016-01-13 07,12.2,305,NW
울산,2016-01-13 08,11.8,287,WNW
울산,2016-01-13 09,10.5,333,NNW
울산,2016-01-13 10,8.4,325,NW
울산,2016-01-13 11,8.8,331,NNW
울산,2016-01-13 12,6.5,322,NW
울산,2016-01-13 13,5.8,323,NW
울산,2016-01-13 14,4.4,255,WSW
울산,2016-01-13 15,3.3,279,W
울산,2016-01-13 16,0.7,322,NW
울산,2016-01-13 17,2.1,269,W
울산,2016-01-13 18,3.8,275,W
울산,2016-01-13 19,5.9,264,W
울산,2016-01-13 20,8.5,265,W
울산,2016-01-13 21,7.6,272,W
울산,2016-01-13 22,7.9,255,WSW
울산,2016-01-13 23,7,305,NW
울산,2016-01-14 00,6.8,331,NNW
울산,2016-01-14 01,7.2,291,WNW
울산,2016-01-14 02,6.5,287,WNW
울산,2016-01-14 03,8.4,284,WNW
울산,2016-01-14 04,6.8,291,WNW
울산,2016-01-14 05,6.2,285,WNW
울산,2016-01-14 06,6.6,317,NW
울산,2016-01-14 07,5.1,284,WNW
울산,2016-01-14 08,4.4,290,WNW
울산,2016-01-14 09,4.2,278,W
울산,2016-01-14 10,6.2,307,NW
울산,2016-01-14 11,5.5,289,WNW
울산,2016-01-14 12,4.2,320,NW
울산,2016-01-14 13,4.2,300,WNW
울산,2016-01-14 14,4.4,307,NW
울산,2016-01-14 15,3.3,316,NW
울산,2016-01-14 16,4.2,315,NW
울산,2016-01-14 17,4,302,WNW
울산,2016-01-14 18,3,312,NW
울산,2016-01-14 19,1.2,360,N
울산,2016-01-14 20,2.3,346,NNW
울산,2016-01-14 21,4.7,275,W
울산,2016-01-14 22,6.1,299,WNW
울산,2016-01-14 23,5.9,300,WNW
울산,2016-01-15 00,6.3,332,NNW
울산,2016-01-15 01,6,308,NW
울산,2016-01-15 02,5.8,312,NW
울산,2016-01-15 03,5.9,321,NW
울산,2016-01-15 04,6.3,305,NW
울산,2016-01-15 05,6,327,NNW
울산,2016-01-15 06,5.1,316,NW
울산,2016-01-15 07,3.2,306,NW
울산,2016-01-15 08,5.6,313,NW
울산,2016-01-15 09,3.3,355,N
울산,2016-01-15 10,2.7,334,NNW
울산,2016-01-15 11,3.7,320,NW
울산,2016-01-15 12,3.7,325,NW
울산,2016-01-15 13,3.8,311,NW
울산,2016-01-15 14,2.9,281,W
울산,2016-01-15 15,1.9,290,WNW
울산,2016-01-15 16,1.1,303,WNW
울산,2016-01-15 17,1.3,246,WSW
울산,2016-01-15 18,0.7,162,SSE
울산,2016-01-15 19,1.1,289,WNW
울산,2016-01-15 20,1,146,SE
울산,2016-01-15 21,1.6,93,E
울산,2016-01-15 22,1.9,54,NE
울산,2016-01-15 23,1.3,83,E
울산,2016-01-16 00,0.4,129,SE
울산,2016-01-16 01,2.7,41,NE
울산,2016-01-16 02,2.1,14,NNE
울산,2016-01-16 03,3.7,56,NE
울산,2016-01-16 04,3.3,60,ENE
울산,2016-01-16 05,3.2,62,ENE
울산,2016-01-16 06,4.4,46,NE
울산,2016-01-16 07,3.8,41,NE
울산,2016-01-16 08,2.9,34,NE
울산,2016-01-16 09,2.6,48,NE
울산,2016-01-16 10,2.9,13,NNE
울산,2016-01-16 11,2.6,64,ENE
울산,2016-01-16 12,2.8,45,NE
울산,2016-01-16 13,3.7,349,N
울산,2016-01-16 14,4,4,N
울산,2016-01-16 15,4,45,NE
울산,2016-01-16 16,4.2,10,N
울산,2016-01-16 17,3,348,NNW
울산,2016-01-16 18,3.3,9,N
울산,2016-01-16 19,2.7,111,ESE
울산,2016-01-16 20,1.5,72,ENE
울산,2016-01-16 21,0.8,97,E
울산,2016-01-16 22,2.1,67,ENE
울산,2016-01-16 23,1.5,54,NE
울산,2016-01-17 00,2.4,41,NE
울산,2016-01-17 01,4.5,114,ESE
울산,2016-01-17 02,4.9,92,E
울산,2016-01-17 03,5.9,114,ESE
울산,2016-01-17 04,5.4,86,E
울산,2016-01-17 05,4.5,94,E
울산,2016-01-17 06,3.9,75,ENE
울산,2016-01-17 07,6,85,E
울산,2016-01-17 08,7.1,88,E
울산,2016-01-17 09,7.2,107,ESE
울산,2016-01-17 10,7.6,101,E
울산,2016-01-17 11,7.8,108,ESE
울산,2016-01-17 12,7.3,104,ESE
울산,2016-01-17 13,8.4,95,E
울산,2016-01-17 14,9,103,ESE
울산,2016-01-17 15,7.2,98,E
울산,2016-01-17 16,7.4,100,E
울산,2016-01-17 17,6.8,136,SE
울산,2016-01-17 18,5.7,113,ESE
울산,2016-01-17 19,5.7,107,ESE
울산,2016-01-17 20,6.2,99,E
울산,2016-01-17 21,7.4,76,ENE
울산,2016-01-17 22,8.3,76,ENE
울산,2016-01-17 23,7.6,73,ENE
울산,2016-01-18 00,8.4,65,ENE
울산,2016-01-18 01,8.1,55,NE
울산,2016-01-18 02,8.4,61,ENE
울산,2016-01-18 03,7.6,47,NE
울산,2016-01-18 04,10.2,354,N
울산,2016-01-18 05,9.7,358,N
울산,2016-01-18 06,12.5,12,NNE
울산,2016-01-18 07,10.7,341,NNW
울산,2016-01-18 08,10,329,NNW
울산,2016-01-18 09,10.5,332,NNW
울산,2016-01-18 10,11,305,NW
울산,2016-01-18 11,9.4,312,NW
울산,2016-01-18 12,8.3,306,NW
울산,2016-01-18 13,10.4,275,W
울산,2016-01-18 14,11.1,288,WNW
울산,2016-01-18 15,9.6,324,NW
울산,2016-01-18 16,10.1,321,NW
울산,2016-01-18 17,13.5,312,NW
울산,2016-01-18 18,13.8,297,WNW
울산,2016-01-18 19,13.8,297,WNW
울산,2016-01-18 20,16.3,318,NW
울산,2016-01-18 21,16,304,NW
울산,2016-01-18 22,13.8,291,WNW
울산,2016-01-18 23,14.3,295,WNW
울산,2016-01-19 00,12.3,286,WNW
울산,2016-01-19 01,15.1,306,NW
울산,2016-01-19 02,15.6,295,WNW
울산,2016-01-19 03,15.3,285,WNW
울산,2016-01-19 04,13.7,302,WNW
울산,2016-01-19 05,12.8,286,WNW
울산,2016-01-19 06,13.2,304,NW
울산,2016-01-19 07,14.4,290,WNW
울산,2016-01-19 08,15.5,284,WNW
울산,2016-01-19 09,14.5,298,WNW
울산,2016-01-19 10,13.5,286,WNW
울산,2016-01-19 11,12.3,313,NW
울산,2016-01-19 12,11.7,292,WNW
울산,2016-01-19 13,10.9,278,W
울산,2016-01-19 14,11,315,NW
울산,2016-01-19 15,11.4,316,NW
울산,2016-01-19 16,10.7,319,NW
울산,2016-01-19 17,10.4,306,NW
울산,2016-01-19 18,13,281,W
울산,2016-01-19 19,15,323,NW
울산,2016-01-19 20,13.5,324,NW
울산,2016-01-19 21,13.4,315,NW
울산,2016-01-19 22,13.4,310,NW
울산,2016-01-19 23,11.4,333,NNW
울산,2016-01-20 00,10.2,321,NW
울산,2016-01-20 01,9.5,339,NNW
울산,2016-01-20 02,11.4,345,NNW
울산,2016-01-20 03,12.7,351,N
울산,2016-01-20 04,12.2,354,N
울산,2016-01-20 05,10.7,342,NNW
울산,2016-01-20 06,11.8,346,NNW
울산,2016-01-20 07,9.2,351,N
울산,2016-01-20 08,6.4,2,N
울산,2016-01-20 09,4.9,353,N
울산,2016-01-20 10,2.8,340,NNW
울산,2016-01-20 11,1.8,312,NW
울산,2016-01-20 12,1.3,7,N
울산,2016-01-20 13,2,290,WNW
울산,2016-01-20 14,1.9,337,NNW
울산,2016-01-20 15,2.1,340,NNW
울산,2016-01-20 16,2.7,354,N
울산,2016-01-20 17,1.1,356,N
울산,2016-01-20 18,1.8,349,N
울산,2016-01-20 19,1.6,345,NNW
울산,2016-01-20 20,0.8,19,NNE
울산,2016-01-20 21,0.9,323,NW
울산,2016-01-20 22,2.3,310,NW
울산,2016-01-20 23,2.9,319,NW
울산,2016-01-21 00,4.6,303,WNW
울산,2016-01-21 01,3.2,315,NW
울산,2016-01-21 02,2.8,358,N
울산,2016-01-21 03,2.7,27,NNE
울산,2016-01-21 04,2.5,4,N
울산,2016-01-21 05,3.3,24,NNE
